Jrk nr,Maakond,G01Q02Klass. Mitmendas klassis õpib Teie laps?,"G01Q03. Kas olete teadlik, et Teie lapse koolis rakendatakse koolikava (koolipiima ning koolipuu- ja köögivilja programm)?",G01Q14. Kus Te elate?,"G02Q04SuuakseKV[1]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 1]","G02Q04SuuakseKV[2]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 2]","G02Q04SuuakseKV[3]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 3]","G02Q04SuuakseKV[4]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 4]","G02Q04SuuakseKV[5]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 5]","G02Q05SuuakseMarjad[1]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 1]","G02Q05SuuakseMarjad[2]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 2]","G02Q05SuuakseMarjad[3]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 3]","G02Q05SuuakseMarjad[4]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 4]","G02Q05SuuakseMarjad[5]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 5]","G02Q06SuuaksePiim[1]. Palun hinnake, milliseid piimatooteid süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 3 toodet.  [Järjestus 1]","G02Q06SuuaksePiim[2]. Palun hinnake, milliseid piimatooteid süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 3 toodet.  [Järjestus 2]","G02Q06SuuaksePiim[3]. Palun hinnake, milliseid piimatooteid süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 3 toodet.  [Järjestus 3]","G02Q07Suuakse[SQ001]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Värsked puuviljad]","G02Q07Suuakse[SQ002]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Värsked köögiviljad ]","G02Q07Suuakse[SQ003]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Värsked või eelnevalt külmutatud marjad ]","G02Q07Suuakse[SQ004]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Joogipiim]","G02Q07Suuakse[SQ005]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Keefir]","G02Q07Suuakse[SQ006]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Hapupiim]","G02Q07Suuakse[SQ007]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Pett]","G02Q07Suuakse[SQ008]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Jogurt]",G03Q8Muutus[SQ001]. Milliseid muutusi olete märganud oma lapse toitumisharjumustes​​​ viimase aasta jooksul?  [Köögivilja osas],G03Q8Muutus[SQ002]. Milliseid muutusi olete märganud oma lapse toitumisharjumustes​​​ viimase aasta jooksul?  [Puuvilja osas],G03Q8Muutus[SQ003]. Milliseid muutusi olete märganud oma lapse toitumisharjumustes​​​ viimase aasta jooksul?  [Piimatoodete osas],"G03Q10Sagedus. Palun hinnake, kui sagedasti räägite oma lapsega tervislikust toitumisest?","G02Q12Vajalikkus[SQ001]. Palun hinnake, kui vajalikuks peate koolikava läbiviimist Teie lapse koolis?  [Koolipiimakava]","G02Q12Vajalikkus[SQ002]. Palun hinnake, kui vajalikuks peate koolikava läbiviimist Teie lapse koolis?  [Koolipuuvilja ja -köögiviljakava]","G02Q12Vajalikkus[SQ003]. Palun hinnake, kui vajalikuks peate koolikava läbiviimist Teie lapse koolis?  [Kaasnevad haridusmeetmed]"
196,Järvamaa,8. klassis,"Jah, olen",Maal,Sibul,Kurk,Kõrvits ,Lillkapsas,Hiina kapsas,Kirsid,Õun,Maasikad,Mustikad,Pirn,Joogipiim,Jogurt,Keefir,1-2 korda nädalas,3-4 päeval nädalas,Paar korda kuus,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Väga vajalik,Väga vajalik,Väga vajalik
198,Järvamaa,4. klassis,"Jah, olen",Maal,Kurk,Tomat,Herned,Kaalikas,Leht- ja peasalat,Maasikad,Mustad sõstrad,Pirn,Vaarikad,Õun,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,Paar korda kuus,Paar korda kuus,3-4 päeval nädalas,Paar korda kuus,Ei oska öelda,Ei oska öelda,1-2 korda nädalas,Sööb pigem vähem,Sööb pigem vähem,Sööb pigem rohkem,Ei oska öelda,Väga vajalik,Väga vajalik,Väga vajalik
199,Tartumaa,8. klassis,Ei oska öelda,Linna lähikonnas,Kurk,Porgand,Tomat,Peet,Kõrvits ,Õun,Maasikad,Mustikad,Pirn,Vaarikad,Jogurt,Joogipiim,Keefir,Iga päev,5-6 päeval nädalas,3-4 päeval nädalas,1-2 korda nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei oska öelda,Ei oska öelda,Ei oska öelda,Kord kuus,Väga vajalik,Väga vajalik,Väga vajalik
200,Järvamaa,4. klassis,"Jah, olen",Maal,Hiina kapsas,Baklažaan,"Kapsas (valge, punane) ",Leht- ja peasalat,Lillkapsas,Maasikad,Mustad sõstrad,Pirn,Vaarikad,Õun,Joogipiim,Keefir,Jogurt,3-4 päeval nädalas,1-2 korda nädalas,1-2 korda nädalas,5-6 päeval nädalas,5-6 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem rohkem,Kord kuus,Pigem vajalik,Pigem vajalik,Pigem vajalik
202,Tartumaa,8. klassis,Ei ole,Linna lähikonnas,Tomat,Porgand,Kurk,Paprika,Leht- ja peasalat,Maasikad,Mustikad,Vaarikad,Pirn,Õun,Joogipiim,Jogurt,Keefir,5-6 päeval nädalas,5-6 päeval nädalas,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
203,Järvamaa,4. klassis,"Jah, olen",Maal,Kurk,Paprika,Tomat,Porgand,Sibul,Maasikad,Vaarikad,Mustikad,Jõhvikad,Õun,Joogipiim,Keefir,Jogurt,Iga päev,Iga päev,5-6 päeval nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem ebavajalik,Väga vajalik,Väga vajalik
204,Järvamaa,4. klassis,"Jah, olen",Maal,Kurk,Leht- ja peasalat,Lillkapsas,Porgand,Tomat,Kirsid,Õun,Maasikad,Karusmarjad (tikrid),Vaarikad,Keefir,Jogurt,,Iga päev,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,1-2 korda nädalas,Ei söö/joo üldse,Paar korda kuus,1-2 korda nädalas,Sööb pigem vähem,Ei ole muutusi,Sööb pigem vähem,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
206,Pärnumaa,4. klassis,"Jah, olen",Linnas,"Kapsas (valge, punane) ",Kaalikas,Lillkapsas,Hiina kapsas,Paprika,Maasikad,Mustad sõstrad,Pirn,Punased sõstrad,Vaarikad,Joogipiim,Keefir,Jogurt,Iga päev,Iga päev,Iga päev,Iga päev,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,Iga päev,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem rohkem,Ei oska öelda,Väga vajalik,Väga vajalik,Väga vajalik
207,Järvamaa,11. klassis,"Jah, olen",Maal,Kurk,Nuikapsas ,Porgand,Tomat,Lillkapsas,Murakad,Maasikad,Mustikad,Vaarikad,Kirsid,Joogipiim,Jogurt,,3-4 päeval nädalas,3-4 päeval nädalas,3-4 päeval nädalas,5-6 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem rohkem,Mitu korda kuus,Väga vajalik,Väga vajalik,Pigem vajalik
208,Järvamaa,8. klassis,Ei oska öelda,Maal,Tomat,Porgand,Lillkapsas,Paprika,Kõrvits ,Maasikad,Õun,Pirn,Mustikad,Karusmarjad (tikrid),Joogipiim,Jogurt,Keefir,Paar korda kuus,Paar korda kuus,Paar korda kuus,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Sööb pigem vähem,Ei oska öelda,Ei ole muutusi,Ei oska öelda,,,
210,Harjumaa,4. klassis,Ei ole,Maal,Leht- ja peasalat,Kurk,Paprika,Tomat,Sibul,Maasikad,Vaarikad,Pirn,Mustikad,Murakad,Joogipiim,Jogurt,,5-6 päeval nädalas,5-6 päeval nädalas,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Sööb pigem rohkem,Ei ole muutusi,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
211,Tartumaa,8. klassis,"Jah, olen",Linna lähikonnas,Kurk,Leht- ja peasalat,Paprika,Porgand,Tomat,Pirn,Mustikad,Õun,Maasikad,Vaarikad,Joogipiim,Jogurt,,Iga päev,3-4 päeval nädalas,Paar korda kuus,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda kuus,Väga vajalik,Väga vajalik,Väga vajalik
212,Pärnumaa,4. klassis,"Jah, olen",Linnas,Kurk,Sibul,Porgand,Tomat,Paprika,Õun,Mustikad,Vaarikad,Maasikad,Ploomid,Joogipiim,Keefir,Jogurt,1-2 korda nädalas,3-4 päeval nädalas,1-2 korda nädalas,Iga päev,Ei oska öelda,Ei oska öelda,Ei oska öelda,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
214,Lääne-Virumaa,8. klassis,Ei ole,Linnas,Kurk,Tomat,Porgand,Nuikapsas ,Lehtkapsas ,Maasikad,Mustikad,Vaarikad,Kirsid,Õun,Jogurt,Joogipiim,Keefir,Paar korda kuus,Paar korda kuus,Paar korda kuus,3-4 päeval nädalas,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem ebavajalik,Pigem vajalik,Pigem vajalik
215,Tartumaa,8. klassis,"Jah, olen",Linna lähikonnas,Kaalikas,Kurk,Paprika,Tomat,Porgand,Maasikad,Pirn,Õun,Mustikad,Ploomid,Joogipiim,Keefir,Jogurt,3-4 päeval nädalas,1-2 korda nädalas,Paar korda kuus,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem rohkem,Kord kuus,Väga vajalik,Väga vajalik,Pigem vajalik
216,Järvamaa,4. klassis,"Jah, olen",Maal,Kurk,Nuikapsas ,Paprika,Tomat,Porgand,Maasikad,Õun,Vaarikad,Pirn,Ploomid,Jogurt,Joogipiim,Keefir,3-4 päeval nädalas,3-4 päeval nädalas,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
217,Tartumaa,8. klassis,Ei ole,Linnas,Kurk,Leht- ja peasalat,Porgand,Hiina kapsas,Lehtkapsas ,Maasikad,Vaarikad,Õun,Pirn,Kirsid,Jogurt,,,3-4 päeval nädalas,3-4 päeval nädalas,Ei oska öelda,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord kuus,Pigem vajalik,Pigem vajalik,Väga vajalik
219,Lääne-Virumaa,8. klassis,"Jah, olen",Maal,Kurk,Paprika,Hiina kapsas,Herned,Porgand,Maasikad,Pirn,Õun,Mustikad,Kirsid,Joogipiim,Jogurt,,Iga päev,Iga päev,Iga päev,5-6 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem vähem,Sööb pigem rohkem,Sööb palju rohkem,Kord nädalas,Pigem vajalik,Pigem vajalik,Väga vajalik
220,Lääne-Virumaa,4. klassis,"Jah, olen",Linna lähikonnas,Porgand,Peet,Tomat,"Kapsas (valge, punane) ",Kurk,Õun,Mustad sõstrad,Mustikad,Vaarikad,Jõhvikad,Keefir,Joogipiim,Jogurt,3-4 päeval nädalas,Iga päev,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord nädalas,Pigem vajalik,Väga vajalik,Väga vajalik
221,Järvamaa,4. klassis,"Jah, olen",Maal,Kurk,Porgand,Tomat,Leht- ja peasalat,Hiina kapsas,Maasikad,Ploomid,Pirn,Õun,Kirsid,Joogipiim,Jogurt,,1-2 korda nädalas,1-2 korda nädalas,Paar korda kuus,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Iga päev,Sööb pigem rohkem,Ei ole muutusi,Sööb pigem rohkem,Kord kuus,Väga vajalik,Väga vajalik,Pigem vajalik
223,Lääne-Virumaa,4. klassis,Ei ole,Maal,Paprika,Tomat,Kurk,Spargelkapsas ehk brokoli,Porgand,Õun,Pirn,Ploomid,Mustikad,Maasikad,Joogipiim,Jogurt,Keefir,Iga päev,Iga päev,5-6 päeval nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,5-6 päeval nädalas,Ei ole muutusi,Sööb pigem rohkem,Sööb pigem vähem,Vähemalt kord päevas,Väga vajalik,Väga vajalik,Väga vajalik
224,Harjumaa,8. klassis,"Jah, olen",Maal,Kurk,Porgand,Oad,Paprika,"Kapsas (valge, punane) ",Mustikad,Õun,Vaarikad,Ploomid,Pirn,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,3-4 päeval nädalas,3-4 päeval nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb palju rohkem,Sööb palju rohkem,Sööb palju rohkem,Vähemalt kord päevas,Pigem vajalik,Pigem vajalik,Pigem vajalik
225,Tartumaa,8. klassis,Ei ole,Linna lähikonnas,"Kapsas (valge, punane) ",Lillkapsas,Nuikapsas ,Paprika,Porgand,Karusmarjad (tikrid),Maasikad,Vaarikad,Punased sõstrad,Mustikad,Joogipiim,Jogurt,Keefir,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Sööb pigem rohkem,Ei ole muutusi,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
227,Harjumaa,4. klassis,"Jah, olen",Linna lähikonnas,Paprika,Kurk,Tomat,Porgand,Sibul,Jõhvikad,Mustikad,Maasikad,Õun,Vaarikad,Joogipiim,Keefir,,1-2 korda nädalas,3-4 päeval nädalas,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem rohkem,Kord nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
228,Tartumaa,8. klassis,Ei ole,Linna lähikonnas,Kurk,Hiina kapsas,Sibul,Tomat,Porgand,Maasikad,Vaarikad,Õun,Astelpaju marjad,Pirn,Joogipiim,Keefir,Jogurt,Iga päev,Iga päev,3-4 päeval nädalas,Iga päev,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,1-2 korda nädalas,Sööb palju rohkem,Sööb palju rohkem,Ei ole muutusi,Vähemalt kord päevas,Väga vajalik,Väga vajalik,Väga vajalik
229,Ida-Virumaa,11. klassis,"Jah, olen",Linnas,Porgand,Tomat,Peet,"Suvikõrvits, kabatšokk",Sibul,Mustikad,Õun,Vaarikad,Maasikad,Jõhvikad,Joogipiim,Jogurt,Keefir,Iga päev,Iga päev,Iga päev,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda kuus,Väga vajalik,Väga vajalik,Väga vajalik
231,Ida-Virumaa,4. klassis,"Jah, olen",Linnas,Kurk,Paprika,Tomat,Herned,Porgand,Maasikad,Murakad,Mustikad,Õun,Vaarikad,Joogipiim,Keefir,Jogurt,5-6 päeval nädalas,5-6 päeval nädalas,Paar korda kuus,1-2 korda nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Iga päev,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Vähemalt kord päevas,Pigem vajalik,Väga vajalik,Väga vajalik
232,Ida-Virumaa,11. klassis,"Jah, olen",Maal,Kurk,Peet,Paprika,Herned,Leht- ja peasalat,Maasikad,Mustikad,Õun,,,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,3-4 päeval nädalas,3-4 päeval nädalas,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,5-6 päeval nädalas,Sööb pigem rohkem,Sööb pigem vähem,Ei ole muutusi,Kord kuus,Pigem vajalik,Väga vajalik,Väga vajalik
233,Ida-Virumaa,11. klassis,"Jah, olen",Maal,"Kapsas (valge, punane) ",Kurk,Leht- ja peasalat,Tomat,Porgand,Kirsid,Maasikad,Mustikad,Vaarikad,Õun,Joogipiim,Jogurt,,5-6 päeval nädalas,Iga päev,3-4 päeval nädalas,Ei oska öelda,Ei oska öelda,Ei söö/joo üldse,Ei söö/joo üldse,Iga päev,Sööb pigem rohkem,Ei ole muutusi,Sööb pigem rohkem,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
235,Tartumaa,8. klassis,"Jah, olen",Linna lähikonnas,Porgand,Lillkapsas,Kurk,"Kapsas (valge, punane) ",Kaalikas,Mustikad,Õun,Ploomid,Pirn,Maasikad,Joogipiim,Jogurt,Keefir,Iga päev,1-2 korda nädalas,Paar korda kuus,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb palju rohkem,Sööb palju rohkem,Sööb palju rohkem,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
236,Järvamaa,4. klassis,"Jah, olen",Maal,Kurk,Lillkapsas,Paprika,Tomat,Nuikapsas ,Kirsid,Maasikad,Pirn,Vaarikad,Õun,Joogipiim,Jogurt,Keefir,Iga päev,Iga päev,5-6 päeval nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Paar korda kuus,1-2 korda nädalas,Sööb palju rohkem,Sööb palju rohkem,Sööb pigem rohkem,Mitu korda kuus,Väga vajalik,Väga vajalik,Pigem vajalik
237,Ida-Virumaa,8. klassis,Ei ole,Linna lähikonnas,Lillkapsas,Paprika,Peet,Porgand,Tomat,Mustad sõstrad,Õun,Maasikad,Ploomid,Vaarikad,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,5-6 päeval nädalas,Paar korda kuus,Iga päev,5-6 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb pigem vähem,Sööb pigem vähem,Sööb pigem vähem,Kord nädalas,Pigem vajalik,Väga vajalik,Väga vajalik
239,Lääne-Virumaa,4. klassis,"Jah, olen",Linnas,Kurk,"Kapsas (valge, punane) ",Tomat,Kaalikas,Redis,Mustikad,Vaarikad,Maasikad,Õun,Pirn,Keefir,Jogurt,Joogipiim,5-6 päeval nädalas,5-6 päeval nädalas,5-6 päeval nädalas,5-6 päeval nädalas,5-6 päeval nädalas,Ei oska öelda,Ei oska öelda,5-6 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Väga vajalik,Väga vajalik,Väga vajalik
240,Ida-Virumaa,8. klassis,"Jah, olen",Maal,Herned,Kaalikas,Lillkapsas,Nuikapsas ,Porgand,Õun,Pirn,Vaarikad,Maasikad,,Joogipiim,,,Iga päev,3-4 päeval nädalas,1-2 korda nädalas,Iga päev,1-2 korda nädalas,3-4 päeval nädalas,Ei söö/joo üldse,1-2 korda nädalas,Sööb palju rohkem,Sööb pigem rohkem,Sööb pigem rohkem,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
241,Tartumaa,8. klassis,"Jah, olen",Linna lähikonnas,Baklažaan,Kurk,Paprika,Porgand,Tomat,Mustikad,Vaarikad,Õun,Maasikad,Kirsid,Joogipiim,Hapupiim,Keefir,1-2 korda nädalas,3-4 päeval nädalas,3-4 päeval nädalas,Iga päev,Iga päev,Iga päev,3-4 päeval nädalas,1-2 korda nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Sööb palju rohkem,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
243,Tartumaa,8. klassis,"Jah, olen",Linna lähikonnas,Tomat,Kurk,Hiina kapsas,Lehtkapsas ,Paprika,Maasikad,Mustikad,Vaarikad,Õun,Pirn,Joogipiim,Keefir,Jogurt,1-2 korda nädalas,3-4 päeval nädalas,Ei oska öelda,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Paar korda kuus,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Väga vajalik,Väga vajalik
244,Tartumaa,8. klassis,"Jah, olen",Maal,Kurk,Tomat,Porgand,Leht- ja peasalat,Paprika,Maasikad,Mustikad,Õun,Kirsid,Mustad sõstrad,Joogipiim,Jogurt,Keefir,1-2 korda nädalas,1-2 korda nädalas,Paar korda kuus,3-4 päeval nädalas,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Sööb pigem vähem,Sööb pigem vähem,Sööb pigem vähem,Kord nädalas,Pigem vajalik,Väga vajalik,Väga vajalik
245,Harjumaa,11. klassis,"Jah, olen",Maal,Porgand,Sibul,Tomat,Peet,Spargelkapsas ehk brokoli,Jõhvikad,Maasikad,Mustikad,Vaarikad,Õun,Joogipiim,Keefir,Jogurt,3-4 päeval nädalas,3-4 päeval nädalas,1-2 korda nädalas,5-6 päeval nädalas,3-4 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,3-4 päeval nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem vähem,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
247,Raplamaa,4. klassis,Ei ole,Linna lähikonnas,Kõrvits ,Herned,Porgand,Kurk,Leht- ja peasalat,Maasikad,Mustad sõstrad,Õun,Mustikad,,Joogipiim,,,3-4 päeval nädalas,3-4 päeval nädalas,5-6 päeval nädalas,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem vähem,Kord nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
248,Raplamaa,4. klassis,"Jah, olen",Maal,"Kapsas (valge, punane) ",Kurk,Leht- ja peasalat,Porgand,Paprika,Õun,Maasikad,,,,Joogipiim,Jogurt,,Ei oska öelda,Ei oska öelda,Ei oska öelda,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei oska öelda,Ei oska öelda,Ei oska öelda,Ei oska öelda,Ei oska öelda,Väga vajalik,Väga vajalik,Väga vajalik
249,Tartumaa,8. klassis,"Jah, olen",Linna lähikonnas,Paprika,Porgand,Kurk,Tomat,Herned,Vaarikad,Maasikad,Mustad sõstrad,Õun,Mustikad,Joogipiim,Jogurt,Keefir,Iga päev,Iga päev,3-4 päeval nädalas,3-4 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Iga päev,Ei ole muutusi,Sööb pigem rohkem,Ei ole muutusi,Kord nädalas,Pigem vajalik,Väga vajalik,Väga vajalik
251,Tartumaa,8. klassis,Ei ole,Linna lähikonnas,Kurk,Porgand,Tomat,Sibul,Paprika,Maasikad,Õun,Vaarikad,Pirn,Mustikad,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,3-4 päeval nädalas,1-2 korda nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem rohkem,Ei ole muutusi,Sööb palju rohkem,Kord kuus,Pigem ebavajalik,Pigem ebavajalik,Pigem vajalik
252,Järvamaa,8. klassis,"Jah, olen",Maal,Porgand,Paprika,Sibul,Lillkapsas,Kurk,Õun,Maasikad,Mustikad,Karusmarjad (tikrid),Mustad sõstrad,Joogipiim,Jogurt,Keefir,5-6 päeval nädalas,3-4 päeval nädalas,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb palju rohkem,Sööb palju rohkem,Sööb palju rohkem,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
253,Ida-Virumaa,4. klassis,"Jah, olen",Linna lähikonnas,Kurk,Tomat,Porgand,Paprika,Herned,Õun,Maasikad,Vaarikad,Pirn,Mustad sõstrad,Jogurt,Joogipiim,Keefir,5-6 päeval nädalas,Iga päev,3-4 päeval nädalas,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Iga päev,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
254,Lääne-Virumaa,8. klassis,"Jah, olen",Linna lähikonnas,Porgand,"Kapsas (valge, punane) ",Kurk,Tomat,Lillkapsas,Õun,Pirn,Maasikad,Punased sõstrad,Ploomid,Joogipiim,Jogurt,Keefir,1-2 korda nädalas,3-4 päeval nädalas,Paar korda kuus,Iga päev,Ei oska öelda,Ei söö/joo üldse,Ei söö/joo üldse,Ei oska öelda,Ei ole muutusi,Ei ole muutusi,Sööb pigem vähem,Ei oska öelda,Pigem vajalik,Väga vajalik,Pigem vajalik
